,percent_known,mean
2098916,"[0.2175, 0.14583333333333334, 0.22545454545454546, 0.21178571428571427, 0.1225, 0.2574117647058824, 0.199, 0, 0.13142857142857142, 0.24, 0, 0.193921568627451, 0.3333333333333333, 0.27395348837209305, 0.22314285714285714, 0.3028571428571428, 0.3216666666666667, 0.11764705882352941, 0.14285714285714285, 0.33066666666666666, 0.2846774193548387, 0, 0.2857142857142857, 0.2857142857142857, 0.21428571428571427, 0.29175, 0.18181818181818182, 0.3076923076923077, 0.06655172413793103, 0.17062992125984253, 0, 0.1, 0.3294805194805195, 0.3972222222222223, 0.25, 0.192, 0.2519354838709677, 0.183125, 0.3255223880597015, 0.3142307692307692, 0.21142857142857144, 0.193, 0.26954545454545453, 0.16444444444444445, 0.148, 0.22142857142857142, 0.245, 0.2532142857142858, 0.49333333333333335, 0, 0.26295238095238094, 0.18181818181818182, 0.17863636363636362, 0.2222222222222222, 0.20047619047619047, 0.07142857142857142, 0, 0, 0.19733333333333333, 0, 0.193, 0]",0.19565438680900646
2098894,"[0.16666666666666666, 0.4, 0.3505882352941177, 0.15611111111111112, 0.3609756097560976, 0.29733333333333334, 0.22137931034482758, 0, 0.125, 0.2658558558558559, 0.20172413793103447, 0.2508695652173913, 0.25, 0.23184210526315785, 0.32422222222222224, 0.2222222222222222, 0.2891666666666666, 0.30836065573770494, 0.3333333333333333, 0.2475, 0.2225, 0.2123809523809524, 0.2516949152542373, 0.178125, 0.2225, 0.22803571428571429, 0.23563636363636364, 0.19529411764705884, 0.25, 0.31612903225806455, 0.28970588235294115, 0.16666666666666666, 0.31966666666666665, 0, 0.1111111111111111, 0.18014084507042255, 0.4]",0.23737130535907952
2098896,"[0.16666666666666666, 0.25, 0.2, 0.392, 0.21137254901960786, 0.08454545454545455, 0.21428571428571427, 0.15578947368421053, 0.1696153846153846, 0.20375000000000001, 0.224375, 0.25, 0.265, 0.4704166666666667, 0.2552631578947368, 0.2777777777777778, 0.24312499999999998, 0.11529411764705882, 0, 0.2626470588235294, 0.27868131868131873, 0.2342857142857143, 0.18069767441860465, 0.24233766233766235, 0, 0.153921568627451, 0.1998717948717949, 0.2960869565217391, 0.2064285714285714, 0.15555555555555556, 0.3333333333333333, 0.17843373493975903, 0, 0.2690909090909091, 0.3333333333333333, 0.2, 0.3, 0.21555555555555556]",0.21551415012126607
2098898,"[0.2857142857142857, 0.17205882352941182, 0.3389655172413793, 0.13333333333333333, 0.2663492063492064, 0.31097826086956526, 0.16333333333333333, 0.16666666666666666, 0.14818181818181816, 0.18928, 0.1868253968253968, 0.17217391304347826, 0.25240740740740747, 0, 0.21958333333333335, 0.25716666666666665, 0.195, 0.24625, 0, 0, 0.25, 0.2222222222222222, 0.17088235294117649, 0.32666666666666666, 0, 0.24125000000000002, 0.2857142857142857, 0.2232258064516129, 0.17422222222222222, 0.23452380952380952, 0.3333333333333333, 0.21969543147208123, 0.2640157480314961, 0, 0.26478991596638657, 0, 0.19066666666666668, 0.1984, 0.19313725490196076, 0.17794871794871794, 0.26666666666666666, 0.21972972972972973, 0.31794117647058817, 0.23935483870967744, 0.3333333333333333, 0.25, 0, 0.3333333333333333, 0, 0.2857142857142857]",0.19842071521031077
2098900,"[0.1111111111111111, 0.16666666666666666, 0.16666666666666666, 0.3, 0.23243697478991596, 0.2907042253521127, 0.375, 0.1925, 0, 0.27399999999999997, 0.2380582524271845, 0.13793103448275862, 0.24311688311688315, 0.14085714285714285, 0, 0, 0, 0.12903225806451613, 0.21814814814814815]",0.16927522966753192
2098902,"[0, 0.2, 0.3333333333333333, 0, 0.23500000000000001, 0, 0.31, 0.2, 0.13405405405405404, 0.2276923076923077, 0, 0.3288235294117647, 0.3771794871794872, 0.28, 0, 0.4029629629629629, 0.3333333333333333, 0.375, 0.2313157894736842, 0.14285714285714285, 0.20078125, 0.2222222222222222, 0.2731034482758621, 0.264, 0.3333333333333333, 0.21777777777777776, 0.2140625, 0, 0.1, 0.34249999999999997, 0.2, 0.3333333333333333, 0, 0.24807692307692308, 0.4, 0, 0.260952380952381, 0.26461538461538464, 0.3763953488372094, 0.22454545454545452, 0.23531645569620263, 0.20454545454545456, 0.2951351351351351, 0.24425, 0.15076923076923077, 0.28285714285714286, 0.25, 0.07692307692307693, 0.3385365853658536, 0.16, 0.13285714285714287, 0.09090909090909091]",0.2124875117755054
2098904,"[0.215, 0, 0.2784, 0.34508771929824567, 0.23085714285714287, 0.25736842105263164, 0.3133333333333334, 0.14285714285714285, 0.2068421052631579, 0.25, 0.2690909090909091, 0.3333333333333333, 0.6666666666666666, 0.2, 0.1820731707317073, 0.32666666666666666, 0.16666666666666666, 0.125, 0.16666666666666666, 0.148, 0.14285714285714285, 0, 0.1111111111111111, 0.16333333333333333, 0, 0.12973684210526315, 0.22312500000000002, 0, 0, 0.13333333333333333, 0.29411764705882354, 0.18162790697674416, 0.1945, 0.23140624999999998, 0.2528048780487805, 0.196]",0.19660731636968895
2098906,"[0.3333333333333333, 0.25, 0.2471153846153846, 0.15634920634920635, 0.20666666666666667, 0.22230769230769232, 0.1225, 0, 0.3333333333333333, 0.09090909090909091, 0.25275, 0.058823529411764705, 0.1763095238095238, 0, 0.23312500000000003, 0.10526315789473684, 0.25, 0, 0.17250000000000001, 0.1, 0.2007216494845361, 0.3333333333333333, 0.25, 0.3333333333333333, 0.16238095238095238, 0.19969387755102044, 0.4, 0.296, 0.3333333333333333, 0.1251063829787234, 0.3046153846153846, 0.2232258064516129, 0.3333333333333333, 0.18987179487179487, 0.375, 0.08, 0.1863013698630137, 0.2676923076923077, 0.3333333333333333, 0.3389473684210527, 0.155, 0.298, 0.18511627906976744, 0.1190909090909091, 0.4, 0.25, 0.2]",0.21669609931422285
2098908,"[0.2627710843373494, 0, 0.21290909090909094, 0.18181818181818182, 0.18053333333333332, 0.28071428571428575, 0.13714285714285715, 0.058823529411764705, 0.20473684210526316, 0.3076623376623377, 0, 0.29782608695652174, 0.15397590361445784, 0.20888888888888887, 0.16666666666666666, 0.21777777777777776, 0.24000000000000002, 0.2, 0.24014285714285719, 0.2336842105263158, 0.23432692307692313, 0.15010989010989012, 0.16666666666666666, 0.148, 0.26666666666666666, 0.196, 0.1875, 0.2590909090909091, 0, 0, 0.28778761061946906, 0.245, 0.15205128205128204, 0.1953333333333333, 0.3261904761904762, 0.2358666666666667, 0.20608695652173914, 0]",0.1853355609211045
2098910,"[0, 0.3026666666666667, 0.23220338983050853, 0.27999999999999997, 0.15282051282051282, 0, 0.21309278350515465, 0.27385542168674704, 0.28987179487179493, 0.2656521739130435, 0, 0.2577777777777778, 0.20663865546218488, 0.27999999999999997, 0.1976027397260274, 0.2631578947368421, 0.296, 0.32230769230769235, 0.24785714285714283, 0.32666666666666666, 0, 0.2519402985074627, 0.19466666666666665, 0.2857142857142857, 0.23132653061224492, 0, 0.2496644295302014, 0.2277027027027027, 0.248, 0.2472340425531915, 0.36, 0.1111111111111111, 0.2214666666666667, 0.17304347826086958, 0.3190476190476191, 0.16666666666666666, 0.21666666666666665, 0.24175675675675676, 0.20894736842105263, 0, 0.24705882352941178, 0.41, 0.13499999999999998, 0.14285714285714285, 0.185, 0.21560975609756097, 0.19793103448275862, 0, 0.13714285714285715, 0, 0.16, 0.186]",0.19961011955428187
2099936,"[0.4185714285714286, 0, 0.17454545454545453, 0.25, 0.08333333333333333, 0.19146341463414634, 0.1723529411764706, 0.2654054054054054, 0, 0, 0.053125, 0, 0.2068421052631579, 0.2475, 0.125, 0.13604651162790696, 0, 0.10526315789473684, 0, 0.24588888888888888, 0.125, 0, 0.19058823529411767, 0.2603846153846154, 0.1951219512195122, 0, 0.19076923076923077, 0.194, 0.1111111111111111, 0.35294117647058826, 0, 0.1657142857142857, 0.37, 0.248, 0, 0, 0, 0.3333333333333333, 0, 0.11764705882352941, 0.08333333333333333, 0.2772, 0, 0, 0.24363636363636362, 0.14825, 0.1, 0.22085714285714284, 0.2, 0.386, 0.13857142857142857, 0.3078125, 0.22911764705882354, 0.3079310344827586, 0.27069767441860465, 0.125, 0.14285714285714285, 0.13333333333333333, 0.16714285714285712, 0.2475, 0.2276923076923077, 0.23900000000000002, 0.2222222222222222, 0.17647058823529413, 0.07692307692307693, 0.18181818181818182, 0.15384615384615385, 0, 0.1111111111111111, 0.14285714285714285, 0.22114285714285714, 0.11764705882352941, 0, 0, 0.1717241379310345, 0.21777777777777776, 0.23294117647058823, 0.18857142857142856, 0.3333333333333333, 0.17545454545454547, 0]",0.1537002740415262
2099938,"[0.3333333333333333, 0.125, 0.25, 0, 0.19230769230769232, 0.38461538461538464, 0.2857142857142857, 0.13333333333333333, 0.098, 0.24625, 0.21142857142857144, 0.25, 0.16666666666666666, 0.16666666666666666, 0.1111111111111111, 0.30226666666666663, 0.26658536585365855, 0.1895238095238095, 0.14470588235294118, 0.14978260869565216, 0.23294117647058823, 0.3185093167701864, 0.13999999999999999, 0.308125, 0.21666666666666665, 0.21297297297297296, 0.18, 0, 0.33166666666666667, 0.3398360655737705, 0.308125, 0.14095238095238094, 0.2711111111111111, 0.16666666666666666, 0.3333333333333333, 0.096, 0.2096969696969697, 0.2532258064516129, 0.25, 0.09090909090909091, 0, 0.3333333333333333, 0.4, 0.2, 0.2, 0.19533333333333333, 0.058823529411764705, 0.2, 0.3351923076923077, 0.38153846153846155, 0, 0.23887096774193547, 0.25511111111111107, 0, 0.36052631578947364, 0.41, 0.28285714285714286, 0.2778205128205129, 0.31000000000000005, 0.23933333333333331, 0.31, 0, 0, 0.13333333333333333, 0.21851851851851853, 0.2675757575757576, 0, 0.18181818181818182, 0.1, 0.2731034482758621, 0.2692424242424242, 0.3066265060240964, 0.3830769230769231, 0.3333333333333333, 0.1557894736842105, 0, 0.2454166666666667, 0.2976, 0.10666666666666666, 0.16666666666666666, 0, 0.42857142857142855, 0.25120000000000003, 0.25, 0.19317073170731708, 0.14666666666666667, 0.3057777777777778, 0, 0.25571428571428567, 0.13297297297297297, 0.2386206896551724, 0.21565217391304348, 0.30874999999999997, 0.25933333333333336, 0.125, 0.4228571428571429, 0.125, 0.24900000000000003, 0.3333333333333333, 0.17647058823529413, 0, 0.2665384615384615, 0.20928571428571427, 0.2727272727272727, 0.18181818181818182, 0.28833333333333333, 0.3333333333333333, 0.2982352941176471, 0.3895652173913044, 0.3333333333333333, 0.262, 0.31000000000000005, 0.3141935483870968, 0.196, 0.1111111111111111, 0, 0, 0.38461538461538464, 0.2357142857142857, 0.22545454545454546, 0.16666666666666666, 0.24464285714285713, 0.3255555555555556, 0.3333333333333333, 0.30896551724137933, 0.1657142857142857, 0.29450000000000004, 0.23076923076923078, 0.22545454545454546, 0.1972, 0, 0.2, 0.5, 0.19533333333333333, 0.3333333333333333, 0]",0.21755409302794432
2099940,"[0, 0, 0.2, 0.1875, 0.2705, 0.05333333333333333, 0.2888235294117647, 0.2288235294117647, 0.19913793103448277, 0.39466666666666667, 0.125, 0.185, 0.25, 0.18583333333333332, 0.248, 0.09090909090909091, 0, 0.3897368421052632, 0.3333333333333333, 0.3785294117647059, 0.3207368421052632, 0.158, 0.32, 0.21622222222222223, 0.30762500000000004, 0.27965909090909097, 0.2198989898989899, 0.265, 0.17304347826086958, 0.2175, 0.3333333333333333, 0.175, 0.16652173913043478, 0.23542372881355933, 0.25, 0.2, 0.28125, 0.21, 0.22, 0.2632692307692308, 0.2676923076923077, 0.31157894736842107, 0.2, 0, 0.24416666666666667, 0.396, 0.12333333333333334, 0.3522727272727273, 0.2784, 0.16819277108433736, 0.2777777777777778, 0, 0.0925, 0.21142857142857144, 0.36105263157894735, 0.2573913043478261, 0.3333333333333333, 0.25, 0.1225, 0.13714285714285715]",0.220106231429564
2099942,"[0.2742553191489362, 0.2857142857142857, 0, 0.125, 0.3, 0.3485714285714286, 0.25733333333333336, 0.2373228346456693, 0, 0.32666666666666666, 0.2491304347826087, 0.25225806451612903, 0.2465789473684211, 0.28326530612244905, 0.18857142857142856, 0.25, 0.1, 0.2857142857142857, 0.185, 0, 0, 0.25, 0.3333333333333333, 0.125, 0.2733333333333333, 0.10378378378378378, 0.14285714285714285, 0, 0.25, 0.3288888888888889, 0.13513513513513514, 0.24300000000000002, 0.2810204081632653, 0.24814814814814812, 0, 0.18181818181818182, 0.1111111111111111, 0.2857142857142857, 0.17391304347826086, 0.2613986013986015, 0.2129885057471264, 0, 0, 0.19287356321839083, 0.3333333333333333, 0.15719298245614036, 0.28285714285714286, 0, 0.33343195266272196, 0, 0.12375, 0.3333333333333333, 0.25, 0.25]",0.19247404714680194
2099920,"[0.21142857142857144, 0.22874999999999998, 0.2, 0.41225806451612906, 0.17812499999999998, 0.2, 0.10888888888888888, 0.22727272727272727, 0.21428571428571427, 0, 0.264, 0.125, 0, 0.26105263157894737, 0.13454545454545455, 0.5, 0.44727272727272727, 0.28047619047619043, 0.2402222222222222, 0.2578461538461539, 0.3065517241379311, 0.07142857142857142, 0.17454545454545453, 0.3333333333333333, 0.3333333333333333, 0.123, 0.25, 0.193, 0.1781818181818182, 0.25, 0, 0.32, 0.14285714285714285, 0.1697142857142857, 0.15384615384615385, 0.3333333333333333, 0.093, 0.42857142857142855, 0.07692307692307693, 0.17850746268656717, 0.25, 0.36363636363636365, 0.09090909090909091, 0.256, 0, 0.3333333333333333, 0.15384615384615385, 0, 0.22045454545454543, 0.31136363636363634, 0.25, 0.07142857142857142]",0.20966390692688178
2099922,"[0, 0.2, 0.2, 0.16333333333333333, 0.096, 0, 0, 0, 0, 0.16666666666666666, 0.2222222222222222, 0.25, 0.17545454545454547, 0.23333333333333334, 0.13333333333333333, 0.19911111111111113, 0.1809375, 0.2407692307692308, 0, 0.3255555555555556, 0, 0.15, 0, 0.3572727272727273, 0.19640000000000002, 0.2453125, 0.2120253164556962, 0.2, 0.1727835051546392, 0.19733333333333333, 0.5, 0.28285714285714286, 0.2, 0.29333333333333333, 0.16666666666666666, 0.3389795918367347, 0.2804285714285714, 0.24087719298245613, 0.18299999999999997, 0.20438356164383562, 0.125, 0.125, 0.18271186440677967, 0.2744444444444445, 0, 0.18678571428571433, 0.19266666666666668, 0.25, 0.25, 0.375, 0.305, 0, 0.1, 0, 0.16083333333333336, 0, 0.485, 0.32666666666666666, 0, 0]",0.17579131607580117
2099924,"[0, 0, 0, 0.2, 0, 0.14285714285714285, 0.07692307692307693, 0.11764705882352941, 0.2727272727272727, 0.296, 0.2229032258064516, 0.12246913580246914, 0.05052631578947368, 0, 0.3288888888888889, 0.12714285714285714, 0.193, 0.2577777777777778, 0.058823529411764705, 0.21948275862068967, 0.16291666666666668, 0, 0, 0.10526315789473684, 0.40705882352941175, 0.22514285714285714, 0.23642857142857143, 0.2, 0.30153846153846153, 0.13534883720930233, 0.198, 0, 0.16641509433962265, 0.10521739130434782, 0.037037037037037035, 0.25, 0.3075, 0.16518518518518518, 0.22803571428571434, 0.13952380952380952, 0.18987951807228917, 0.2, 0.25548387096774194, 0, 0]",0.14895875637104783
2099926,"[0.23294117647058823, 0.16083333333333336, 0, 0.11538461538461539, 0.2857142857142857, 0.22461538461538458, 0.20783783783783782, 0.3631578947368421, 0.33437500000000003, 0.2, 0.14285714285714285, 0.24, 0.25565217391304346, 0.3333333333333333, 0.14341463414634145, 0.2916666666666667, 0.16633802816901408, 0.09090909090909091, 0.1690909090909091, 0, 0.2, 0.10526315789473684, 0.25894736842105265, 0.32666666666666666, 0.0625, 0, 0, 0.3444117647058823, 0.2876470588235294, 0.18523809523809526, 0.2727272727272727, 0.15384615384615385, 0.1837037037037037, 0.2691891891891892, 0.1762820512820513, 0, 0.21487804878048777, 0.3288888888888889, 0.1, 0, 0.35428571428571426, 0, 0.18181818181818182, 0.125, 0.16666666666666666, 0, 0.2948148148148148, 0.08333333333333333, 0, 0.21822222222222223, 0.3458823529411765, 0.25086206896551727, 0.1974666666666667, 0.11764705882352941, 0.08590909090909092, 0.3333333333333333, 0.25735849056603777, 0.3142857142857143, 0, 0.2, 0.3333333333333333, 0.2, 0.2777611940298508, 0.19733333333333333, 0]",0.18405576150268704
2099928,"[0, 0.24, 0, 0, 0, 0.1523076923076923, 0.1, 0.25, 0, 0.32999999999999996, 0.267027027027027, 0.22823529411764706, 0.23285714285714285, 0.27388888888888885, 0.25, 0, 0, 0, 0.2835616438356165, 0.064, 0.1972, 0.25483870967741934, 0.25, 0.064, 0.25, 0.125, 0, 0.125, 0.17073170731707318, 0.36125, 0, 0.3157894736842105, 0.125, 0, 0.09090909090909091, 0.11764705882352941, 0.16208333333333333, 0.5, 0.09261904761904763, 0.32969696969696966, 0.18625, 0.07142857142857142, 0.3244444444444444, 0.21513513513513513, 0.1751111111111111, 0.25, 0.2421951219512195, 0.09090909090909091, 0.32599999999999996, 0, 0.37692307692307697, 0.07142857142857142, 0.2646268656716418, 0.14285714285714285, 0.24488636363636368, 0.24, 0.21444444444444447, 0.259047619047619, 0.13714285714285715, 0.2857142857142857, 0, 0.25806451612903225, 0.14285714285714285, 0.27666666666666667, 0, 0.16333333333333333, 0, 0.2, 0.3047692307692308, 0.2276923076923077, 0, 0.21444444444444447, 0.31928571428571434, 0.1636111111111111, 0.23452380952380952, 0, 0.38461538461538464, 0.310625, 0.1, 0, 0.18588235294117647, 0.12548387096774194, 0.1203030303030303, 0.1111111111111111, 0, 0.2, 0.1781818181818182, 0.2819047619047619, 0.1691304347826087, 0]",0.16660748692845212
2099930,"[0.23294117647058823, 0.4273913043478262, 0.2785897435897436, 0.25, 0.16333333333333333, 0.2624561403508772, 0, 0.396, 0.2565217391304348, 0.21621621621621623, 0.32666666666666666, 0.25, 0.1986842105263158, 0.2777777777777778, 0, 0.17901639344262296, 0.21200000000000002, 0, 0.264, 0.1, 0.09090909090909091, 0, 0.08521739130434783, 0.2222222222222222, 0.3, 0.26395348837209304, 0, 0.165, 0.35052631578947374, 0.30889830508474586, 0.14285714285714285]",0.20068318252875872
2099932,"[0.4185714285714286, 0.25, 0.4166666666666667, 0.22033707865168542, 0.2, 0.21563025210084033, 0.2, 0.25, 0.2286046511627907, 0.06666666666666667, 0.32999999999999996, 0.22074074074074074, 0.28047619047619043, 0.18181818181818182, 0.3333333333333333, 0.34461538461538466, 0.3333333333333333, 0.16666666666666666, 0.38096774193548383, 0, 0.16416666666666666, 0.125, 0.18333333333333335, 0.125, 0.1869047619047619, 0.3625925925925926, 0, 0.15839999999999999, 0.16499999999999998, 0.2070833333333333, 0, 0.24650000000000005, 0.2882352941176471, 0.21565217391304348, 0, 0.20821428571428574, 0.1111111111111111, 0, 0.16666666666666666, 0.13043478260869565, 0, 0.24666666666666667, 0.24169811320754714, 0.3333333333333333, 0.25, 0.13767441860465116, 0.4584615384615385, 0.49142857142857144, 0.27999999999999997, 0, 0.5]",0.21611737177262433
2099934,"[0, 0, 0.16666666666666666, 0.2276923076923077, 0, 0.21428571428571427, 0.36363636363636365, 0.14285714285714285, 0.21428571428571427, 0.12911111111111112, 0.32666666666666666, 0.1111111111111111, 0.245, 0.2562962962962963, 0.34625, 0, 0, 0.14285714285714285, 0, 0.2222222222222222, 0.18181818181818182, 0, 0, 0, 0.21565217391304348, 0, 0, 0.315, 0.1813157894736842, 0.15578947368421053, 0.2023529411764706, 0.25425925925925924, 0.18, 0.2631578947368421, 0.27090909090909093, 0.2421875, 0, 0.14122448979591837, 0.28736842105263155, 0.19607843137254902, 0.23809523809523808, 0.1509433962264151, 0.16666666666666666, 0.18181818181818182, 0.16666666666666666, 0, 0.18181818181818182, 0, 0.07142857142857142, 0, 0.27344827586206893, 0.09090909090909091, 0.14285714285714285, 0.18181818181818182, 0.05263157894736842, 0.4, 0.29000000000000004, 0.125, 0.18181818181818182, 0, 0.14285714285714285, 0.25, 0.0965, 0, 0.3046153846153846, 0, 0.25, 0.10666666666666666, 0, 0.16444444444444445, 0.25, 0, 0.3075555555555555, 0.3333333333333333, 0.5, 0.3333333333333333, 0.27404255319148935, 0, 0, 0.1474074074074074, 0.10714285714285714, 0, 0, 0.16666666666666666, 0]",0.15090043302384212
2099948,"[0.2857142857142857, 0.1111111111111111, 0.192, 0.21739130434782608, 0.25677083333333334, 0.3372727272727273, 0.27999999999999997, 0.2, 0, 0, 0, 0.18181818181818182, 0.32592592592592595, 0.185, 0.24333333333333332, 0.13714285714285715, 0.22227272727272726, 0.08333333333333333, 0.15384615384615385, 0.08727272727272727, 0.28244897959183674, 0.2222727272727273, 0.25595238095238093, 0.2222222222222222, 0.17411764705882352, 0.31864406779661025, 0.125, 0.21166666666666667, 0.09090909090909091, 0.4, 0.32, 0.3333333333333333, 0.20122448979591837, 0.2845348837209303, 0.2948148148148148, 0.2, 0.615, 0.23866666666666667, 0.2857142857142857, 0.23076923076923078, 0.22204545454545455, 0, 0.16375, 0.2704761904761905, 0.2518518518518518, 0.23240000000000002, 0.20083333333333334, 0.25, 0.3643157894736842, 0.25, 0.21777777777777776, 0.3353125, 0.1453846153846154, 0.2089285714285714, 0.2087878787878788, 0.2867901234567901, 0.196, 0.32666666666666666, 0.2903703703703704, 0.07142857142857142, 0.21142857142857144, 0.19822222222222222, 0.29300000000000004, 0.125, 0, 0, 0.27999999999999997, 0.2078846153846154, 0, 0, 0, 0.3333333333333333, 0, 0.20483870967741938, 0.17857142857142858, 0.29411764705882354, 0.248, 0.20275862068965517, 0.2544086021505376, 0.3, 0.30619469026548674, 0.17176470588235293, 0, 0.251025641025641, 0, 0, 0, 0.1656521739130435, 0.1972, 0.3, 0.2, 0, 0.13333333333333333, 0.125, 0.355, 0.11384615384615385, 0.20912280701754385, 0.1264516129032258, 0, 0.1895238095238095, 0.05263157894736842, 0.3426086956521739, 0, 0, 0.05, 0.25933333333333336, 0, 0, 0.20833333333333334, 0, 0, 0, 0.07692307692307693]",0.18111615380892299
2099958,"[0.23076923076923078, 0.3333333333333333, 0.2, 0, 0.25, 0.3018181818181818, 0.3333333333333333, 0.3692307692307692, 0.045454545454545456, 0.2398461538461539, 0.3333333333333333, 0.3295238095238095, 0.1, 0.10526315789473684, 0.2222222222222222, 0.185, 0.06666666666666667, 0.043478260869565216, 0.15076923076923077, 0, 0, 0.3333333333333333, 0, 0.15560000000000002, 0.1, 0.3333333333333333, 0.04363636363636363, 0.2857142857142857, 0.25, 0.3333333333333333, 0.19879999999999998, 0.26105263157894737, 0, 0, 0.2274747474747475, 0.20413793103448274, 0.14285714285714285, 0.3333333333333333, 0, 0, 0, 0.20782608695652174, 0.07692307692307693, 0.21925, 0.3288888888888889, 0.12, 0.2703030303030303, 0.192, 0.25666666666666665, 0.37, 0.19249999999999998, 0.3333333333333333, 0.3333333333333333, 0.1723529411764706, 0, 0.125, 0.3333333333333333, 0.13714285714285715, 0.11764705882352941, 0.16878048780487806, 0.16444444444444445, 0.21021276595744678, 0.365, 0.2092857142857143, 0.3333333333333333, 0, 0.24142857142857146, 0.2222222222222222, 0.2325, 0.29, 0.1, 0.2250279329608939, 0.2857142857142857, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.1111111111111111, 0, 0.3333333333333333, 0.18314814814814817, 0.38222222222222224, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0, 0.25, 0.10526315789473684, 0.16666666666666666, 0.2845714285714286, 0.378, 0.2, 0.29363636363636364, 0.22935897435897437, 0.25403669724770644, 0.23529411764705882, 0.16666666666666666, 0.392, 0.1, 0, 0, 0]",0.19414925330592406
2099960,"[0.27703125, 0.17454545454545453, 0.123125, 0.16129032258064516, 0, 0.303125, 0.2580952380952381, 0.15076923076923077, 0.25, 0.192, 0, 0.14095238095238094, 0.4, 0.10526315789473684, 0.24666666666666667, 0.34823529411764703, 0.05, 0.2, 0.125, 0.06666666666666667, 0.15384615384615385, 0.379047619047619, 0.14285714285714285, 0.2548837209302326, 0.27555555555555555, 0.17602409638554217, 0, 0.07142857142857142, 0.3333333333333333, 0, 0.3046153846153846, 0.10722222222222223, 0, 0.1426470588235294, 0.4, 0, 0.16, 0.098, 0.21444444444444447, 0.28315789473684216, 0.28285714285714286, 0.2857142857142857, 0.2857142857142857, 0.3046153846153846, 0, 0.3333333333333333, 0, 0.493, 0.16666666666666666, 0.08333333333333333, 0.2568, 0.16666666666666666, 0.3333333333333333, 0.248, 0.4, 0.41, 0.06666666666666667, 0, 0.2222222222222222, 0.2905882352941176, 0.49, 0.24666666666666667, 0.3333333333333333, 0.2704395604395605, 0.19266331658291463, 0.22074074074074077, 0, 0.16666666666666666, 0.2276923076923077, 0.25, 0.06666666666666667, 0.3048717948717949, 0.25, 0.157741935483871, 0.2727272727272727, 0.16978260869565218]",0.201570174835528
2099944,"[0.29375, 0.36363636363636365, 0, 0.26846153846153853, 0.29283950617283955, 0.21551724137931033, 0.2857142857142857, 0.11558823529411766, 0.24397260273972607, 0.09523809523809523, 0.3088888888888889, 0.08333333333333333, 0, 0.16416666666666666, 0.21125, 0.2, 0.041739130434782605, 0, 0.1111111111111111, 0.20891156462585037, 0.2, 0.349047619047619, 0, 0.2744329896907217, 0.20251461988304095, 0, 0.24873949579831936, 0.386, 0.21942105263157896, 0, 0.194, 0.3082203389830509, 0.19615384615384618, 0.16217391304347825, 0.125, 0.21833333333333332, 0.2545454545454545, 0.24695652173913046, 0, 0.193, 0.1111111111111111, 0.2397761194029851, 0.2, 0.3333333333333333, 0.1, 0, 0.21428571428571427, 0, 0.2, 0.20674418604651165, 0.4194117647058824, 0.26636363636363636, 0.27540000000000003, 0.178125, 0.17411764705882352, 0]",0.1821665403724014
2099946,"[0.1111111111111111, 0.125, 0, 0.25, 0.2, 0.24, 0.3125, 0.05263157894736842, 0.09090909090909091, 0, 0.1, 0.2727272727272727, 0.13767441860465116, 0.21625, 0.185, 0, 0.21052631578947367, 0.2702702702702703, 0.375, 0.20837209302325582, 0.2551428571428571, 0.23117647058823532, 0.3171428571428571, 0.192, 0.125, 0.3333333333333333, 0.23222222222222225, 0.21925925925925926, 0.25, 0.3333333333333333, 0.375, 0.2]",0.20067445263764347
2099950,"[0.393, 0.26636363636363636, 0.0775, 0.12866666666666668, 0.16666666666666666, 0.25666666666666665, 0.11529411764705882, 0.125, 0.16913043478260867, 0.165, 0.3333333333333333, 0.05, 0.4228571428571429, 0.4180952380952381, 0.1111111111111111, 0.27555555555555555, 0.5488000000000001, 0.2672972972972973, 0.328, 0.14285714285714285, 0.186, 0.2857142857142857, 0.2222222222222222, 0.26088888888888895, 0, 0.25, 0, 0, 0.2727272727272727, 0.12869565217391304, 0.1111111111111111, 0, 0, 0.3572727272727273, 0.16433333333333333, 0.30941176470588233, 0.193, 0.245625, 0.30235294117647055, 0.2969230769230769, 0.1, 0, 0.4228571428571429, 0.1932608695652174, 0.16666666666666666, 0.25, 0.25, 0.172, 0.0625, 0.3485714285714286, 0.20894736842105263, 0.2, 0.22, 0.1225, 0.125, 0, 0.08333333333333333, 0.14869565217391303, 0.33066666666666666, 0.3725, 0.27444444444444444, 0.25, 0, 0, 0.196, 0.23696969696969694, 0, 0.21428571428571427, 0, 0.18857142857142856, 0.23724137931034484, 0.186, 0.248, 0.2727272727272727, 0.29333333333333333, 0, 0.4, 0.22384615384615386, 0.34411764705882353, 0.09090909090909091, 0.25452380952380954, 0.08333333333333333, 0.3990625, 0.38555555555555554, 0, 0, 0.3333333333333333, 0, 0.21555555555555556, 0.18181818181818182, 0.14550000000000002, 0.125, 0.07692307692307693, 0.22846153846153844, 0.13295454545454544, 0.20272727272727273, 0.25, 0, 0, 0.05470588235294118, 0.16666666666666666, 0, 0.1, 0, 0.23076923076923078, 0]",0.1825312175314724
